,FF-FF,FF-CU,FF-SL,FF-CH,FF-SI,FF-FC,CU-FF,CU-CU,CU-SL,CU-CH,CU-SI,CU-FC,SL-FF,SL-CU,SL-SL,SL-CH,SL-SI,SL-FC,CH-FF,CH-CU,CH-SL,CH-CH,CH-SI,CH-FC,SI-FF,SI-CU,SI-SL,SI-CH,SI-SI,SI-FC,FC-FF,FC-CU,FC-SL,FC-CH,FC-SI,FC-FC
"kremer, dean",11.40215716486903,3.8007190549563434,,4.930662557781202,0.8217770929635336,11.710323574730355,4.21160760143811,1.2840267077555212,,1.5408320493066257,1.4381099126861838,3.8520801232665636,,,,,,,4.930662557781202,2.311248073959938,,2.516692347200822,1.9003595274781717,3.697996918335902,1.1813045711350796,1.2326656394453006,,1.2840267077555212,1.7462763225475089,3.2871083718541345,10.939907550077042,3.697996918335902,,5.084745762711865,2.824858757062147,8.320493066255779
"kuhl, chad",0.12631578947368421,0.21052631578947367,0.8842105263157894,0.12631578947368421,1.1368421052631579,,0.5473684210526315,1.6842105263157894,4.042105263157895,0.8,4.421052631578947,,0.8842105263157894,4.126315789473685,16.42105263157895,2.568421052631579,12.631578947368421,,0.21052631578947367,1.2210526315789474,1.8526315789473686,0.8421052631578947,3.0315789473684207,,0.7157894736842105,4.252631578947368,13.389473684210525,2.8210526315789473,20.884210526315787,,,,,,,
"lange, alex",0.5893909626719057,1.2770137524557956,,1.080550098231827,0.3929273084479371,,1.6699410609037328,25.343811394891947,,7.56385068762279,14.145383104125736,,,,,,,,0.68762278978389,8.447937131630647,,6.385068762278978,4.4204322200392925,,0.3929273084479371,13.654223968565816,,4.911591355599214,8.93909626719057,,,,,,,
"lauer, eric",15.975184179914695,7.910042652190771,8.646762310973246,1.240791004265219,,9.616130283055448,7.32842186894145,2.016285381930981,2.5979061651803024,0.46529662659945714,,3.450949980612641,8.956960062039549,2.1326095385808452,3.412175261729353,0.27142303218301667,,2.869329197363319,1.589763474214812,0.5040713454827452,0.34897246994959286,0.19387359441644048,,0.46529662659945714,,,,,,,9.57735556417216,3.2958511050794885,2.5979061651803024,0.9305932531989143,,3.5672741372625048
"leiter, mark",6.406685236768802,3.064066852367688,1.2999071494893222,5.10677808727948,4.178272980501393,2.5069637883008355,4.178272980501393,2.692664809656453,0.3714020427112349,3.8997214484679668,3.8997214484679668,1.5784586815227482,1.392757660167131,0.8356545961002786,0.3714020427112349,1.2070566388115136,1.1142061281337048,0.2785515320334262,4.36397400185701,4.085422469823584,1.2070566388115136,6.313834726090993,4.549675023212628,2.1355617455896008,3.3426183844011144,4.36397400185701,1.5784586815227482,4.2711234911792015,7.428040854224697,2.2284122562674096,2.8783658310120708,1.5784586815227482,0.3714020427112349,1.7641597028783658,2.1355617455896008,0.9285051067780872
"lodolo, nick",10.792580101180437,12.59134345137718,,4.0472175379426645,4.609331084879146,,12.422709387296234,7.700955593029792,,1.2928611579539067,7.532321528948847,,,,,,,,3.541315345699832,1.4614952220348512,,1.7987633501967397,2.9792017987633503,,5.283867341202924,7.138842046093311,,2.641933670601462,8.600337268128163,,,,,,,
"logue, zach",23.18982387475538,8.317025440313111,,7.045009784735812,0.29354207436399216,10.273972602739725,7.045009784735812,3.7181996086105675,,1.2720156555772992,0.09784735812133072,3.6203522504892365,,,,,,,8.12133072407045,0.9784735812133072,,1.467710371819961,0.19569471624266144,2.8375733855185907,0.19569471624266144,0.09784735812133072,,0.19569471624266144,,0.09784735812133072,10.665362035225048,2.6418786692759295,,3.6203522504892365,,3.9138943248532287
"lópez, jorge",0.1736111111111111,1.0416666666666665,0.6944444444444444,0.5208333333333333,2.083333333333333,,0.9548611111111112,3.8194444444444446,0.78125,3.125,9.895833333333332,,0.4340277777777778,1.5625,2.170138888888889,0.9548611111111112,5.555555555555555,,0.4340277777777778,3.5590277777777777,0.8680555555555556,3.732638888888889,7.03125,,2.517361111111111,8.59375,6.163194444444445,7.204861111111111,26.041666666666668,,,,,,,
"lópez, pablo",13.608247422680412,3.127147766323024,0.13745704467353953,15.085910652920962,2.7147766323024056,4.0893470790378,4.192439862542955,0.7903780068728522,0.03436426116838488,1.718213058419244,0.7903780068728522,0.5154639175257731,0.13745704467353953,0.06872852233676977,,0.03436426116838488,,,14.398625429553263,3.230240549828179,0.06872852233676977,11.615120274914089,3.058419243986254,2.9896907216494846,2.302405498281787,0.48109965635738833,,3.608247422680412,0.6872852233676976,0.9965635738831614,4.123711340206185,0.3436426116838488,,3.2989690721649487,0.8247422680412372,0.8934707903780068
"lorenzen, michael",5.965362411802437,0.3207184092366902,4.361770365618987,4.939063502245029,2.6940346375881976,3.3996151379089157,0.4490057729313663,0.2565747273893521,0.38486209108402825,0.3207184092366902,0.2565747273893521,0.12828736369467605,3.784477228992944,0.19243104554201412,4.169339320076972,3.9769082745349587,6.478511866581142,1.475304682488775,5.131494547787043,0.7697241821680565,3.527902501603592,5.323925593329057,3.3996151379089157,3.463758819756254,2.8223220012828736,0.19243104554201412,6.0295060936497755,3.784477228992944,9.108402822322,1.1545862732520846,3.527902501603592,0.06414368184733803,1.603592046183451,3.207184092366902,1.2187299550994226,1.9243104554201411
"lugo, seth",6.209453197405004,11.214087117701576,4.541241890639481,0.5560704355885079,6.209453197405004,,11.028730305838739,11.584800741427248,3.5217794253938832,0.5560704355885079,7.32159406858202,,5.189990732159407,3.3364226135310475,1.0194624652455977,,3.985171455050973,,0.3707136237256719,0.5560704355885079,,,0.7414272474513438,,6.024096385542169,7.228915662650602,4.448563484708063,0.5560704355885079,3.707136237256719,,,,,,,
"luzardo, jesús",9.610705596107055,,9.245742092457421,7.0559610705596105,3.2846715328467155,,,,,,,,9.67153284671533,,9.063260340632603,6.082725060827251,5.291970802919708,,6.082725060827251,,6.751824817518248,4.622871046228711,5.170316301703163,,3.832116788321168,,5.048661800486618,4.866180048661801,4.257907542579075,,,,,,,
"lyles, jordan",12.851405622489958,4.451137884872825,5.689424364123159,3.781793842034806,4.049531459170013,0.9036144578313252,5.220883534136546,1.6064257028112447,2.710843373493976,1.3386880856760375,2.175368139223561,0.33467202141900937,6.191432396251673,2.476572958500669,8.56760374832664,1.7402945113788488,4.618473895582329,0.3681392235609103,2.7443105756358768,2.0414993306559572,1.8406961178045516,2.074966532797858,1.572958500669344,0.4016064257028112,3.8821954484605086,2.3092369477911645,4.551539491298527,1.5394912985274432,4.886211512717536,0.4016064257028112,0.8701472556894244,0.5020080321285141,0.6024096385542169,0.2008032128514056,0.23427041499330656,0.23427041499330656
"lynch, daniel",19.248826291079812,2.176696542893726,13.017498932991892,7.639778062313274,0.9816474605207,,2.774221084080239,0.3841229193341869,1.1096884336320956,1.2804097311139564,0.12804097311139565,,12.590695689287237,1.579172001707213,10.029876227059326,4.737516005121639,1.2377294067434912,,7.170294494238156,1.2377294067434912,5.292360221937686,3.627827571489543,0.5548442168160478,,1.2804097311139564,0.2987622705932565,0.7255655142979087,0.597524541186513,0.2560819462227913,,,,,,,
"lynn, lance",20.77151335311573,4.500494559841741,1.533135509396637,1.533135509396637,4.995054401582592,12.512363996043522,4.055390702274975,1.0385756676557862,0.19782393669634024,0.09891196834817012,0.9891196834817012,2.225519287833828,1.2858555885262115,0.34619188921859545,0.09891196834817012,,0.5440158259149357,0.2472799208704253,1.9287833827893175,0.1483679525222552,,0.19782393669634024,0.34619188921859545,1.1374876360039565,5.390702274975272,0.9396636993076163,0.44510385756676557,0.44510385756676557,2.967359050445104,2.967359050445104,12.413452027695351,1.6320474777448073,0.2472799208704253,1.483679525222552,3.3135509396636995,6.973293768545995
"mahle, tyler",26.463588767253686,,6.1875297477391715,12.327463112803427,,6.996668253212755,,,,,,,5.568776772965254,,2.8081865778200856,2.5226082817705855,,0.5235602094240838,12.660637791527844,,1.475487862922418,6.092336982389338,,3.3793431699190863,,,,,,,7.282246549262256,,0.9519276534983341,2.665397429795336,,2.0466444550214185
"manaea, sean",30.50496688741722,0.7036423841059603,6.167218543046358,11.42384105960265,2.4834437086092715,,0.9519867549668874,0.2897350993377483,0.08278145695364239,0.16556291390728478,,,6.456953642384105,0.041390728476821195,3.435430463576159,1.8625827814569538,1.2003311258278146,,10.968543046357617,0.4552980132450331,2.1937086092715234,8.485099337748345,2.4006622516556293,,2.359271523178808,,1.1175496688741722,2.566225165562914,3.642384105960265,,,,,,,
"manoah, alek",13.801288572397421,,8.54526958290946,4.23872499152255,9.257375381485248,,,,,,,,9.664292980671414,,8.748728382502543,2.102407595795185,6.544591386910817,,3.831807392336385,,2.4754153950491693,2.441505595116989,2.4075957951848084,,8.54526958290946,,7.290606985418786,2.373685995252628,7.697524584604951,,,,,,,
"márquez, germán",9.580838323353294,6.692497358224728,6.41070799577316,1.021486438886932,6.2345896442409305,,6.58682634730539,6.340260655160268,3.9098274040154988,0.5635787249031349,4.6495244804508635,,6.622050017611835,4.262064107079958,5.565339908418458,0.42268404367735113,4.015498414934837,,1.1976047904191618,0.5635787249031349,0.42268404367735113,0.3170130327580134,0.528355054596689,,5.952800281789362,4.191616766467066,4.579077139837971,0.7044734061289186,8.629799225079253,,,,,,,
"martin, davis",19.27346115035318,4.540867810292633,15.943491422805248,5.650857719475278,,,5.751765893037336,1.917255297679112,2.4217961654894045,0.5045408678102926,,,14.732593340060546,2.9263370332996974,12.31079717457114,2.7245206861755804,,,5.650857719475278,1.2108980827447022,2.0181634712411705,2.119071644803229,,,,,,,,,,,,,,
"martinez, adrián",,,,,,,,,,,,,,,6.305418719211822,4.137931034482759,11.625615763546799,,,,4.137931034482759,7.684729064039408,15.763546798029557,,,,11.625615763546799,15.763546798029557,22.857142857142858,,,,,,,
"martinez, nick",9.958992384299941,3.456356180433509,,6.502636203866433,2.3432923257176332,3.925014645577036,4.628002343292326,3.163444639718805,,2.9291154071470418,2.9291154071470418,2.2847100175746924,,,,,,,5.799648506151142,4.92091388400703,,8.494434680726421,3.046280023432923,3.046280023432923,1.9332161687170473,2.10896309314587,,3.925014645577036,3.397773872290568,3.397773872290568,3.925014645577036,2.2847100175746924,,3.456356180433509,2.987697715289982,5.0966608084358525
"maton, phil",22.595704948646127,11.951447245564893,6.816059757236228,0.09337068160597572,1.4939309056956116,0.18674136321195145,12.138188608776844,13.912231559290383,3.734827264239029,,1.4939309056956116,0.09337068160597572,6.629318394024277,3.6414565826330536,5.88235294117647,,1.4939309056956116,0.2801120448179272,,0.09337068160597572,,,,,1.680672268907563,1.5873015873015872,1.2138188608776845,,2.1475256769374416,,0.18674136321195145,0.09337068160597572,0.2801120448179272,,,0.09337068160597572
"mcclanahan, shane",11.936662606577345,8.363784003248071,6.211936662606577,9.053999187982136,,,9.622411693057249,3.938286642306131,3.2886723507917175,6.699147381242387,,,5.805927730410069,3.7758830694275276,2.2330491270807955,3.613479496548924,,,8.201380430369468,7.470564352415752,3.6946812829882254,6.049533089727975,,,,,,,,,,,,,,
"mchugh, collin",0.09363295880149813,,0.2808988764044944,,,0.37453183520599254,,,1.0299625468164793,,,1.4044943820224718,0.46816479400749067,1.3108614232209739,22.659176029962545,,,23.689138576779026,,,,,,,,,,,,,0.18726591760299627,1.1235955056179776,24.06367041198502,,,22.191011235955056
"mckenzie, triston",31.17206982543641,12.39757748485928,12.504453152832204,,,,12.504453152832204,5.7356608478802995,3.7050231563947276,,,,12.39757748485928,3.811898824367652,5.7356608478802995,,,,,,,,,,,,,,,,,,,,,
"mikolas, miles",7.392131979695432,6.313451776649746,6.186548223350254,0.8883248730964468,6.472081218274112,,6.567258883248731,3.648477157360406,5.678934010152284,1.0469543147208122,3.8705583756345177,,6.440355329949239,6.345177664974619,5.647208121827411,1.015228426395939,5.932741116751269,,0.8883248730964468,0.8883248730964468,1.237309644670051,0.25380710659898476,0.6979695431472082,,5.996192893401015,3.616751269035533,6.630710659898477,0.7614213197969544,5.2347715736040605,,,,,,,
"milner, hoby",0.27958993476234856,2.2367194780987885,,0.8387698042870456,1.30475302889096,,1.95712954333644,8.667287977632805,,5.871388630009319,15.936626281453867,,,,,,,,0.9319664492078285,6.3373718546132345,,5.21901211556384,8.108108108108109,,1.4911463187325256,15.191053122087606,,8.574091332712023,16.961789375582477,,,,,,,
"minor, mike",15.714285714285714,4.685714285714285,10.857142857142858,9.885714285714284,0.1142857142857143,,4.628571428571428,0.8571428571428572,2.4,2.5142857142857142,,,11.485714285714286,1.8857142857142857,6.114285714285715,5.257142857142857,0.1142857142857143,,9.485714285714286,2.857142857142857,5.428571428571429,5.428571428571429,,,,0.1142857142857143,,0.1142857142857143,,,,,,,,
"minter, a. j.",26.146788990825687,,,8.89908256880734,,14.495412844036698,,,,,,,,,,,,,8.990825688073395,,,4.128440366972478,,4.862385321100918,,,,,,,14.495412844036698,,,4.862385321100918,,13.027522935779817
"montas, frankie",8.594757198109154,,5.199828104856038,7.176622260421143,4.813064030941126,2.621400945423292,,,,,,,4.856037816931671,,3.180060163300387,3.008165019338204,3.6097980232058444,0.9454232917920068,7.606360120326601,,2.922217447357112,9.024495058014612,4.340352385045122,1.5900300816501935,4.340352385045122,,3.6097980232058444,4.727116458960035,7.649333906317146,1.8478727975934681,3.008165019338204,,0.6875805758487323,1.5470562956596476,1.8048990116029222,1.2462397937258274
"montero, rafael",27.5830258302583,,3.9667896678966788,7.564575645756458,6.273062730627306,,,,,,,,3.6900369003690034,,3.3210332103321036,1.4760147601476015,3.782287822878229,,7.9335793357933575,,0.6457564575645757,8.487084870848708,2.3062730627306274,,6.273062730627306,,4.3357933579335795,1.7527675276752765,10.516605166051662,,,,,,,
"montgomery, jordan",5.119705340699816,4.41988950276243,,3.4254143646408837,3.8305709023941064,0.2578268876611418,4.346224677716391,4.30939226519337,,4.861878453038674,7.9926335174953955,0.7734806629834254,,,,,,,3.388581952117864,5.524861878453039,,5.267034990791897,7.219152854511971,0.847145488029466,3.9410681399631677,7.1454880294659295,,7.403314917127071,14.548802946593002,1.5101289134438307,0.2578268876611418,0.847145488029466,,1.289134438305709,0.9944751381215469,0.44198895027624313
"moore, matt",17.642209398186314,19.208573784006592,,7.914262159934047,,,19.208573784006592,14.83924154987634,,4.534212695795548,,,,,,,,,7.914262159934047,4.616652926628195,,4.03957131079967,,,,,,,,,,,,,,
"morgan, eli",30.109670987038882,0.6979062811565304,8.374875373878366,15.553339980059821,,0.09970089730807577,0.4985044865403789,0.09970089730807577,0.19940179461615154,0.29910269192422734,,,9.770687936191425,0.09970089730807577,2.6919242273180455,3.489531405782652,,,14.556331006979061,0.09970089730807577,4.785643070787637,8.374875373878366,,,,,,,,,,,,0.09970089730807577,,
"morton, charlie",12.09094040647606,12.538753014123321,,3.3413709955218738,2.7213227695487427,2.9280055115397863,12.917671374440234,16.70685497760937,,2.2390630382363073,2.686875645883569,3.444712366517396,,,,,,,2.9280055115397863,2.8935583878746125,,0.9989665862900448,1.1712022046159145,0.5511539786427834,2.8591112642094387,3.238029624526352,,0.8956252152945229,2.445745780227351,1.0334137099552188,2.8591112642094387,2.5835342748880468,,1.0678608336203927,1.4467791939373063,1.3778849466069583
"muñoz, andrés",11.98019801980198,,23.06930693069307,,0.19801980198019803,,,,,,,,23.16831683168317,,41.28712871287129,,,,,,,,,,0.19801980198019803,,,,,,,,,,,
"murfee, penn",15.897435897435896,,22.87179487179487,,2.4615384615384617,,,,,,,,22.05128205128205,,25.538461538461537,,3.897435897435898,,,,,,,,3.282051282051282,,3.076923076923077,,0.8205128205128205,,,,,,,
"musgrove, joe",6.280875088214538,4.798870853916726,5.6457304163726185,1.5172900494001413,1.093860268172195,4.587155963302752,5.081157374735357,4.6930134086097395,3.9872971065631617,0.9174311926605505,0.9527170077628794,3.2815808045165844,4.940014114326042,3.493295695130558,8.009880028228652,1.340860973888497,1.9407198306280877,4.8341566690190545,1.305575158786168,1.1997177134791814,1.4114326040931546,0.7057163020465773,0.24700070571630206,1.4114326040931546,1.5172900494001413,1.1291460832745237,1.7995765702187723,0.17642907551164433,1.058574453069866,1.093860268172195,4.8341566690190545,3.5638673253352153,3.705010585744531,1.6231474947071278,1.4820042342978124,4.269583627381793
"nelson, nick",19.444444444444446,1.6835016835016834,9.25925925925926,12.542087542087543,,,1.7676767676767675,0.42087542087542085,0.25252525252525254,1.1784511784511784,,,9.511784511784512,0.25252525252525254,9.68013468013468,4.461279461279461,,,12.121212121212121,1.2626262626262625,4.713804713804714,11.363636363636363,,,,,,,,,,,,,,
"neris, hector",20.597014925373134,,2.8855721393034823,11.54228855721393,5.870646766169154,,,,,,,,3.1840796019900495,,1.2935323383084576,1.3930348258706469,0.7960199004975124,,11.940298507462686,,0.8955223880597015,13.432835820895523,4.577114427860696,,5.273631840796019,,1.5920398009950247,4.378109452736319,10.248756218905472,,,,,,,
"nola, aaron",12.3395853899309,9.47680157946693,,4.935834155972359,4.771306350773281,1.8756169792694966,9.312273774267851,6.614017769002961,,3.751233958538993,5.363606449489964,1.4807502467917077,,,,,,,4.8371174728529125,3.5538005923000986,,2.599539322145443,2.9285949325436,0.8226390259953932,4.8371174728529125,5.330700888450148,,2.7311615663047055,4.376439618295492,1.5136558078315236,2.073050345508391,1.5465613688713393,,0.723922342875946,1.3491280026324448,0.8226390259953932
"norris, daniel",13.021363173957273,0.508646998982706,8.44354018311292,10.27466937945066,1.627670396744659,,0.6103763987792472,,0.40691759918616477,0.40691759918616477,0.10172939979654119,,9.766022380467955,0.20345879959308238,10.783316378433367,5.798575788402848,2.238046795523906,,9.155645981688707,0.7121057985757884,6.408952187182096,9.969481180061038,1.3224821973550356,,1.3224821973550356,0.10172939979654119,2.746693794506612,1.119023397761953,2.746693794506612,,,,,,,
"odorizzi, jake",29.837775202780996,1.738122827346466,3.186558516801854,7.705677867902665,,8.632676709154113,2.3754345307068365,0.2317497103128621,0.2317497103128621,0.34762456546929316,,0.8111239860950173,2.8389339513325607,0.17381228273464658,1.7960602549246814,0.9849362688296639,,1.6222479721900347,6.952491309385864,1.100811123986095,0.6373117033603708,4.113557358053303,,3.302433371958285,,,,,,,9.154113557358054,0.7531865585168018,1.5643105446118193,2.954808806488992,,6.894553881807648
"ohtani, shohei",9.53125,2.4609375,10.234375,3.359375,0.390625,1.875,2.65625,0.5859375,2.96875,1.5625,0.0390625,0.6640625,10.46875,2.8125,16.875,4.453125,1.9140625000000002,3.0078125,3.2421875000000004,1.484375,4.21875,2.0703125,0.1953125,0.8984374999999999,0.234375,0.1171875,1.953125,0.1171875,0.46875,0.3125,1.7578125,1.015625,3.2421875000000004,0.546875,0.1953125,1.9921874999999998
"oller, adam",14.837712519319938,3.863987635239567,2.3183925811437405,4.404945904173107,0.5409582689335394,7.341576506955177,3.1684698608964452,2.7820710973724885,,0.38639876352395675,,2.627511591962906,1.6228748068006182,,2.3183925811437405,1.6228748068006182,1.4683153013910355,2.241112828438949,4.868624420401855,0.46367851622874806,1.0046367851622875,2.0865533230293662,2.0865533230293662,1.9319938176197835,0.5409582689335394,,1.9319938176197835,1.3910355486862442,2.936630602782071,2.936630602782071,8.268933539412673,1.777434312210201,1.7001545595054095,2.5502318392581143,2.7820710973724885,7.650695517774343
"ottavino, adam",1.7475728155339807,,5.631067961165048,1.5533980582524272,3.0097087378640777,0.5825242718446602,,,,,,,6.407766990291262,,15.53398058252427,3.1067961165048543,15.922330097087379,1.5533980582524272,2.0388349514563107,,2.524271844660194,0.8737864077669903,0.6796116504854369,0.9708737864077669,1.5533980582524272,,16.601941747572816,0.8737864077669903,11.45631067961165,1.9417475728155338,0.7766990291262136,,2.233009708737864,0.6796116504854369,1.3592233009708738,0.2912621359223301
"otto, glenn",6.644981412639406,3.717472118959108,6.877323420074349,1.812267657992565,3.9498141263940525,,4.089219330855019,3.113382899628253,3.1598513011152414,0.8364312267657992,3.8104089219330852,,6.598513011152416,2.8810408921933086,9.247211895910782,1.3940520446096654,7.24907063197026,,2.0910780669144984,1.3475836431226766,0.5576208178438662,1.0687732342007434,2.7416356877323422,,3.62453531598513,3.9498141263940525,7.481412639405205,2.6951672862453533,9.014869888475836,,,,,,,
"pagán, emilio",29.522952295229523,1.17011701170117,0.8100810081008101,10.981098109810981,,8.82088208820882,1.2601260126012601,0.6300630063006301,,0.36003600360036003,,,0.8100810081008101,,0.6300630063006301,0.36003600360036003,,0.18001800180018002,10.801080108010801,0.36003600360036003,0.36003600360036003,10.441044104410441,,3.0603060306030603,,,,,,,9.000900090009,,0.18001800180018002,2.8802880288028803,,7.2907290729072916
"pallante, andre",31.724137931034484,10.057471264367816,8.85057471264368,0.05747126436781609,3.505747126436782,,9.425287356321839,2.528735632183908,3.5632183908045976,,1.3218390804597702,,9.655172413793103,2.6436781609195403,4.655172413793104,,2.7586206896551726,,0.05747126436781609,,,,,,3.3908045977011496,1.6091954022988506,2.586206896551724,,1.5517241379310345,,,,,,,
"peralta, freddy",28.60310421286031,9.238728750923872,10.938654841093866,6.0606060606060606,,,10.125646711012564,2.8085735402808574,1.9216555801921658,1.3303769401330376,,,10.347376201034738,2.2912047302291203,4.360679970436069,1.4781966001478197,,,5.838876570583888,1.8477457501847747,1.2564671101256468,1.4781966001478197,,,,,,,,,,,,,,
"pérez, martín",0.9399127223900637,0.26854649211144677,0.10070493454179255,2.249076871433367,2.2155085599194364,2.181940248405505,0.4028197381671702,0.2014098690835851,0.033568311513930846,0.7720711648204095,1.4434373950990267,0.6377979187646862,0.06713662302786169,,0.10070493454179255,0.23497818059751593,0.7049345417925479,0.3021148036253776,2.3162134944612287,1.3763007720711649,0.3021148036253776,7.653575025176234,8.324941255454851,7.653575025176234,2.2155085599194364,0.9734810339039948,0.5035246727089627,9.264853977844915,12.923799932863378,9.298422289358847,2.014098690835851,0.671366230278617,0.36925142665323935,7.418596844578717,9.600537092984222,4.229607250755287
"peterson, david",13.798614810868406,1.8114011720831114,12.093766648907831,6.712839637719766,3.569525839104955,,2.0245071923281834,0.37293553542887586,1.1720831113478956,0.8524240809802877,0.5860415556739478,,12.093766648907831,0.7991475759190196,8.897176345231752,4.3686734150239745,2.983484283431007,,6.020245071923282,1.5982951518380393,4.102290889717635,2.1310602024507195,2.5572722429408627,,4.049014384656367,0.37293553542887586,2.876931273308471,2.344166222695791,1.7581246670218436,,,,,,,
"phelps, david",10.642040457343887,8.53122251539138,,1.3192612137203166,2.1108179419525066,6.948109058927001,8.619173262972735,5.804749340369393,,1.3192612137203166,4.0457343887423045,6.596306068601583,,,,,,,1.1433597185576077,2.3746701846965697,,1.3192612137203166,0.3518029903254178,2.2867194371152153,2.1108179419525066,3.16622691292876,,1.58311345646438,2.1108179419525066,2.990325417766051,7.036059806508356,6.596306068601583,,1.9349164467897977,3.2541776605101145,5.716798592788039
"pilkington, konnor",41.09720885466795,3.5611164581328203,4.716073147256978,13.763233878729547,0.0962463907603465,,4.042348411934552,1.1549566891241578,0.28873917228103946,1.7324350336862366,,,5.2935514918190565,0.28873917228103946,1.0587102983638113,1.2512030798845042,,,12.897016361886429,2.1174205967276225,1.8286814244465832,4.619826756496631,,,,,,0.0962463907603465,,,,,,,,
"pivetta, nick",23.128566633098355,14.736488754615642,1.812688821752266,1.342732460557234,,9.533400469956362,14.467942262504197,7.720711648204095,0.5035246727089627,0.43638804968110106,,3.927492447129909,2.047667002349782,0.36925142665323935,0.4028197381671702,,,0.06713662302786169,1.3763007720711649,0.3356831151393085,,0.26854649211144677,,0.3021148036253776,,,,,,,9.533400469956362,3.893924135615979,0.16784155756965424,0.23497818059751593,,3.3568311513930853
"plesac, zach",18.816953889147648,3.912435957149511,9.827666511411271,10.246856078248719,0.04657661853749418,,5.076851420586865,1.1644154634373545,1.8164881229622727,2.282254308337215,0.04657661853749418,,10.340009315323707,1.6767582673497903,8.383791336748953,3.8192827200745225,,,8.616674429436424,3.5398230088495577,4.191895668374476,5.728924080111784,0.04657661853749418,,0.04657661853749418,0.04657661853749418,,0.04657661853749418,0.09315323707498836,,,,,,,
"puk, a. j.",26.221804511278197,,13.62781954887218,0.28195488721804507,4.887218045112782,,,,,,,,14.567669172932332,,16.165413533834585,0.09398496240601503,5.827067669172932,,0.28195488721804507,,0.4699248120300752,0.09398496240601503,0.18796992481203006,,3.9473684210526314,,6.390977443609022,0.5639097744360901,6.296992481203008,,,,,,,
"quantrill, cal",0.14074595355383532,0.1055594651653765,,0.28149190710767064,1.2315270935960592,1.0555946516537649,0.1055594651653765,0.211118930330753,,0.7037297677691766,2.0056298381421533,1.2315270935960592,,,,,,,0.3518648838845883,0.633356790992259,,1.4426460239268122,4.961294862772695,4.257565095003519,1.3722730471498945,1.5130190007037299,,4.785362420830401,21.14707952146376,16.185784658691063,0.844475721323012,1.7945109078114005,,4.398311048557354,15.69317382125264,13.511611541168191
"quintana, josé",14.831130690161526,9.985315712187958,,6.975036710719531,4.2217327459618215,,10.425844346549193,8.296622613803232,,4.47870778267254,4.919236417033774,,,,,,,,6.828193832599119,4.662261380323055,,5.249632892804699,2.753303964757709,,3.9280469897209986,5.139500734214391,,2.7900146842878124,4.47870778267254,,,,,,,
"ramírez, erasmo",0.42087542087542085,0.33670033670033667,,0.16835016835016833,1.5993265993265993,2.1885521885521886,0.33670033670033667,0.5892255892255892,,0.25252525252525254,2.1885521885521886,3.1986531986531985,,,,,,,,0.5050505050505051,,0.33670033670033667,0.9259259259259258,1.7676767676767675,1.5151515151515151,1.8518518518518516,,0.9259259259259258,17.34006734006734,17.59259259259259,2.441077441077441,3.2828282828282833,,1.8518518518518516,17.17171717171717,21.127946127946128
"rasmussen, drew",11.88030370701206,1.3845466726217062,9.111210361768647,,1.0272443054935239,12.192943278249219,1.7418490397498883,0.5806163465832961,0.5806163465832961,,0.2233139794551139,1.2952210808396605,8.262617239839214,0.6699419383653417,5.94015185350603,,0.8039303260384101,7.815989280928987,,,,,,,1.3845466726217062,0.13398838767306834,0.8485931219294328,,0.5359535506922734,1.0272443054935239,12.37159446181331,1.6525234479678428,7.012058954890577,,1.3398838767306833,10.093791871371147
"ray, robbie",17.23006235641615,0.7876599934361668,14.112241549064652,0.29537249753856254,6.826386609780112,,0.853298326222514,0.09845749917952085,0.7220216606498195,0.03281916639317361,0.1969149983590417,,15.031178208073515,0.6892024942566459,14.046603216278305,0.1969149983590417,7.253035772891368,,0.29537249753856254,,0.06563833278634722,0.03281916639317361,0.29537249753856254,,5.841811617984903,0.32819166393173616,8.27042993107975,0.13127666557269443,6.334099113882507,,,,,,,
"richards, trevor",20.191470844212358,7.83289817232376,,15.839860748476935,,,7.136640557006093,5.657093124456049,,5.57006092254134,,,,,,,,,16.449086161879894,4.960835509138381,,16.275021758050478,,,,,,,,,,,,,,
"robertson, david",,,,,,,,12.095238095238095,3.428571428571429,,,11.523809523809524,,3.1428571428571432,7.142857142857142,,,11.904761904761903,,,,,,,,,,,,,,11.714285714285715,11.619047619047619,,,27.23809523809524
"rodón, carlos",37.721943048576215,3.484087102177554,18.525963149078727,1.407035175879397,,,4.455611390284757,0.46901172529313234,0.7705192629815745,0.03350083752093803,,,17.68844221105528,1.6415410385259632,11.457286432160805,0.33500837520938026,,,1.2730318257956448,0.1340033500837521,0.3685092127303182,0.20100502512562815,,,,,,,,,,,,,,
"rodriguez, eduardo",16.11962071480671,,1.3858497447118892,5.032822757111598,5.543398978847557,8.315098468271334,,,,,,,1.5317286652078774,,0.5105762217359592,0.6564551422319475,0.9482129832239241,0.5835156819839533,5.908096280087528,,0.29175784099197666,4.449307075127644,1.9693654266958425,3.574033552151714,5.324580598103574,,1.3858497447118892,2.1152443471918305,5.543398978847557,4.230488694383661,7.585703865791393,,0.6564551422319475,3.938730853391685,4.522246535375638,7.804522246535376
"rogers, taylor",,,0.18433179723502305,,,,,,,,,,0.18433179723502305,,33.45622119815668,,23.410138248847925,,,,,,,,,,23.317972350230416,,19.35483870967742,,,,,,,
